file_date,ip,target_c2_raw,c2_label,country_code,country_name,open_ports,description,confidence_score,stix_pattern
2026-05-08,189.172.94.143,c2_meshagent,meshagent,MX,Mexico,80,CriminalIP C2 Feed - Traffic seen on port 80,100,[ipv4-addr:value = '189.172.94.143']
2026-05-08,220.244.185.6,c2_meshagent,meshagent,AU,Australia,443,CriminalIP C2 Feed - Traffic seen on port 443,100,[ipv4-addr:value = '220.244.185.6']
2026-05-08,51.222.47.161,c2_mythic,mythic,CA,Canada,80,CriminalIP C2 Feed - Traffic seen on port 80,100,[ipv4-addr:value = '51.222.47.161']
2026-05-08,45.55.123.49,c2_havoc,havoc,US,United States,443,CriminalIP C2 Feed - Traffic seen on port 443,100,[ipv4-addr:value = '45.55.123.49']
2026-05-08,195.177.94.157,c2_havoc,havoc,FR,France,443,CriminalIP C2 Feed - Traffic seen on port 443,100,[ipv4-addr:value = '195.177.94.157']
2026-05-08,208.87.120.34,c2_meshagent,meshagent,US,United States,80,CriminalIP C2 Feed - Traffic seen on port 80,100,[ipv4-addr:value = '208.87.120.34']
2026-05-08,178.255.222.69,c2_havoc,havoc,NL,Netherlands,8443,CriminalIP C2 Feed - Traffic seen on port 8443,100,[ipv4-addr:value = '178.255.222.69']
2026-05-08,34.176.99.220,c2_mythic,mythic,CL,Chile,80,CriminalIP C2 Feed - Traffic seen on port 80,100,[ipv4-addr:value = '34.176.99.220']
2026-05-08,176.133.239.174,c2_havoc,havoc,FR,France,80,CriminalIP C2 Feed - Traffic seen on port 80,100,[ipv4-addr:value = '176.133.239.174']
2026-05-08,49.13.116.197,c2_mythic,mythic,DE,Germany,80,CriminalIP C2 Feed - Traffic seen on port 80,100,[ipv4-addr:value = '49.13.116.197']
2026-05-08,18.139.202.190,c2_meshagent,meshagent,SG,Singapore,443,CriminalIP C2 Feed - Traffic seen on port 443,100,[ipv4-addr:value = '18.139.202.190']
2026-05-08,141.147.79.66,c2_meshagent,meshagent,GB,United Kingdom,443,CriminalIP C2 Feed - Traffic seen on port 443,100,[ipv4-addr:value = '141.147.79.66']
2026-05-08,122.51.129.38,c2_havoc,havoc,CN,China,443,CriminalIP C2 Feed - Traffic seen on port 443,100,[ipv4-addr:value = '122.51.129.38']
2026-05-08,178.128.125.237,c2_havoc,havoc,SG,Singapore,443,CriminalIP C2 Feed - Traffic seen on port 443,100,[ipv4-addr:value = '178.128.125.237']
2026-05-08,34.218.247.220,c2_mythic,mythic,US,United States,80,CriminalIP C2 Feed - Traffic seen on port 80,100,[ipv4-addr:value = '34.218.247.220']
2026-05-08,18.157.212.186,c2_meshagent,meshagent,DE,Germany,443,CriminalIP C2 Feed - Traffic seen on port 443,100,[ipv4-addr:value = '18.157.212.186']
2026-05-08,116.50.168.245,c2_meshagent,meshagent,PH,Philippines,443,CriminalIP C2 Feed - Traffic seen on port 443,100,[ipv4-addr:value = '116.50.168.245']
2026-05-08,144.126.151.208,c2_meshagent,meshagent,US,United States,80,CriminalIP C2 Feed - Traffic seen on port 80,100,[ipv4-addr:value = '144.126.151.208']
2026-05-08,68.183.182.113,c2_havoc,havoc,SG,Singapore,443,CriminalIP C2 Feed - Traffic seen on port 443,100,[ipv4-addr:value = '68.183.182.113']
2026-05-08,207.172.76.30,c2_meshagent,meshagent,US,United States,41097,CriminalIP C2 Feed - Traffic seen on port 41097,100,[ipv4-addr:value = '207.172.76.30']
2026-05-08,217.28.130.143,c2_havoc,havoc,US,United States,443,CriminalIP C2 Feed - Traffic seen on port 443,100,[ipv4-addr:value = '217.28.130.143']
2026-05-08,34.234.201.72,c2_meshagent,meshagent,US,United States,443,CriminalIP C2 Feed - Traffic seen on port 443,100,[ipv4-addr:value = '34.234.201.72']
2026-05-08,172.189.57.198,c2_havoc,havoc,FR,France,443,CriminalIP C2 Feed - Traffic seen on port 443,100,[ipv4-addr:value = '172.189.57.198']
2026-05-08,141.144.247.95,c2_meshagent,meshagent,DE,Germany,443,CriminalIP C2 Feed - Traffic seen on port 443,100,[ipv4-addr:value = '141.144.247.95']
2026-05-08,18.117.242.202,c2_meshagent,meshagent,US,United States,443,CriminalIP C2 Feed - Traffic seen on port 443,100,[ipv4-addr:value = '18.117.242.202']
2026-05-08,189.113.47.155,c2_meshagent,meshagent,BR,Brazil,443,CriminalIP C2 Feed - Traffic seen on port 443,100,[ipv4-addr:value = '189.113.47.155']
2026-05-08,3.84.192.200,c2_havoc,havoc,US,United States,8080,CriminalIP C2 Feed - Traffic seen on port 8080,100,[ipv4-addr:value = '3.84.192.200']
2026-05-08,141.94.20.38,c2_meshagent,meshagent,FR,France,443,CriminalIP C2 Feed - Traffic seen on port 443,100,[ipv4-addr:value = '141.94.20.38']
2026-05-08,3.233.222.128,c2_havoc,havoc,US,United States,80,CriminalIP C2 Feed - Traffic seen on port 80,100,[ipv4-addr:value = '3.233.222.128']
2026-05-08,188.192.217.54,c2_meshagent,meshagent,DE,Germany,443,CriminalIP C2 Feed - Traffic seen on port 443,100,[ipv4-addr:value = '188.192.217.54']
2026-05-08,193.203.15.153,c2_havoc,havoc,FR,France,8443,CriminalIP C2 Feed - Traffic seen on port 8443,100,[ipv4-addr:value = '193.203.15.153']
2026-05-08,5.199.138.38,c2_mythic,mythic,DE,Germany,80,CriminalIP C2 Feed - Traffic seen on port 80,100,[ipv4-addr:value = '5.199.138.38']
2026-05-08,34.229.39.193,c2_havoc,havoc,US,United States,443,CriminalIP C2 Feed - Traffic seen on port 443,100,[ipv4-addr:value = '34.229.39.193']
2026-05-08,34.154.200.25,c2_meshagent,meshagent,IT,Italy,80,CriminalIP C2 Feed - Traffic seen on port 80,100,[ipv4-addr:value = '34.154.200.25']
2026-05-08,144.126.247.218,C2,C2,DE,Germany,80,CriminalIP C2 Feed - Traffic seen on port 80,100,[ipv4-addr:value = '144.126.247.218']
2026-05-08,188.60.189.142,c2_meshagent,meshagent,CH,Switzerland,80,CriminalIP C2 Feed - Traffic seen on port 80,100,[ipv4-addr:value = '188.60.189.142']
2026-05-08,217.154.217.139,c2_havoc,havoc,DE,Germany,443,CriminalIP C2 Feed - Traffic seen on port 443,100,[ipv4-addr:value = '217.154.217.139']
2026-05-08,185.229.119.241,c2_havoc,havoc,FR,France,443,CriminalIP C2 Feed - Traffic seen on port 443,100,[ipv4-addr:value = '185.229.119.241']
