file_date,ip,target_c2_raw,c2_label,country_code,country_name,open_ports,description,confidence_score,stix_pattern
2026-07-07,8.218.198.238,c2_metasploit,metasploit,HK,Hong Kong,3790,CriminalIP C2 Feed - Traffic seen on port 3790,100,[ipv4-addr:value = '8.218.198.238']
2026-07-07,45.79.198.18,c2_metasploit,metasploit,US,United States,3790,CriminalIP C2 Feed - Traffic seen on port 3790,100,[ipv4-addr:value = '45.79.198.18']
2026-07-07,52.74.77.156,c2_meshagent,meshagent,SG,Singapore,443,CriminalIP C2 Feed - Traffic seen on port 443,100,[ipv4-addr:value = '52.74.77.156']
2026-07-07,83.222.136.71,c2_meshagent,meshagent,CH,Switzerland,80,CriminalIP C2 Feed - Traffic seen on port 80,100,[ipv4-addr:value = '83.222.136.71']
2026-07-07,52.76.71.28,c2_meshagent,meshagent,SG,Singapore,443,CriminalIP C2 Feed - Traffic seen on port 443,100,[ipv4-addr:value = '52.76.71.28']
2026-07-07,98.187.161.247,c2_meshagent,meshagent,US,United States,3790,CriminalIP C2 Feed - Traffic seen on port 3790,100,[ipv4-addr:value = '98.187.161.247']
2026-07-07,62.171.177.141,c2_metasploit,metasploit,FR,France,3790,CriminalIP C2 Feed - Traffic seen on port 3790,100,[ipv4-addr:value = '62.171.177.141']
2026-07-07,34.117.216.69,c2_mythic,mythic,US,United States,443,CriminalIP C2 Feed - Traffic seen on port 443,100,[ipv4-addr:value = '34.117.216.69']
2026-07-07,52.77.132.216,c2_meshagent,meshagent,SG,Singapore,443,CriminalIP C2 Feed - Traffic seen on port 443,100,[ipv4-addr:value = '52.77.132.216']
2026-07-07,54.171.59.184,c2_meshagent,meshagent,IE,Ireland,443,CriminalIP C2 Feed - Traffic seen on port 443,100,[ipv4-addr:value = '54.171.59.184']
2026-07-07,78.40.194.67,c2_meshagent,meshagent,AE,United Arab Emirates,80,CriminalIP C2 Feed - Traffic seen on port 80,100,[ipv4-addr:value = '78.40.194.67']
2026-07-07,66.228.49.103,c2_meshagent,meshagent,US,United States,443,CriminalIP C2 Feed - Traffic seen on port 443,100,[ipv4-addr:value = '66.228.49.103']
2026-07-07,15.204.14.143,c2_havoc,havoc,US,United States,8000,CriminalIP C2 Feed - Traffic seen on port 8000,100,[ipv4-addr:value = '15.204.14.143']
2026-07-07,54.254.91.191,c2_metasploit,metasploit,SG,Singapore,3790,CriminalIP C2 Feed - Traffic seen on port 3790,100,[ipv4-addr:value = '54.254.91.191']
2026-07-07,66.228.53.254,c2_meshagent,meshagent,US,United States,80,CriminalIP C2 Feed - Traffic seen on port 80,100,[ipv4-addr:value = '66.228.53.254']
2026-07-07,43.199.60.110,c2_meshagent,meshagent,HK,Hong Kong,9443,CriminalIP C2 Feed - Traffic seen on port 9443,100,[ipv4-addr:value = '43.199.60.110']
2026-07-07,96.38.31.195,c2_meshagent,meshagent,US,United States,80,CriminalIP C2 Feed - Traffic seen on port 80,100,[ipv4-addr:value = '96.38.31.195']
2026-07-07,52.39.171.29,c2_meshagent,meshagent,US,United States,443,CriminalIP C2 Feed - Traffic seen on port 443,100,[ipv4-addr:value = '52.39.171.29']
2026-07-07,23.254.215.118,c2_havoc,havoc,US,United States,8443,CriminalIP C2 Feed - Traffic seen on port 8443,100,[ipv4-addr:value = '23.254.215.118']
2026-07-07,18.136.38.112,C2,C2,SG,Singapore,443,CriminalIP C2 Feed - Traffic seen on port 443,100,[ipv4-addr:value = '18.136.38.112']
2026-07-07,3.36.30.41,C2,C2,KR,"Korea, Republic of",443,CriminalIP C2 Feed - Traffic seen on port 443,100,[ipv4-addr:value = '3.36.30.41']
2026-07-07,37.221.196.152,c2_metasploit,metasploit,DE,Germany,3790,CriminalIP C2 Feed - Traffic seen on port 3790,100,[ipv4-addr:value = '37.221.196.152']
2026-07-07,8.153.194.249,c2_meshagent,meshagent,CN,China,80,CriminalIP C2 Feed - Traffic seen on port 80,100,[ipv4-addr:value = '8.153.194.249']
2026-07-07,88.119.170.212,c2_metasploit,metasploit,NL,Netherlands,3790,CriminalIP C2 Feed - Traffic seen on port 3790,100,[ipv4-addr:value = '88.119.170.212']
2026-07-07,96.38.101.107,c2_meshagent,meshagent,US,United States,80,CriminalIP C2 Feed - Traffic seen on port 80,100,[ipv4-addr:value = '96.38.101.107']
2026-07-07,98.100.144.43,c2_meshagent,meshagent,US,United States,80,CriminalIP C2 Feed - Traffic seen on port 80,100,[ipv4-addr:value = '98.100.144.43']
2026-07-07,45.227.254.6,c2_metasploit,metasploit,PA,Panama,3790,CriminalIP C2 Feed - Traffic seen on port 3790,100,[ipv4-addr:value = '45.227.254.6']
2026-07-07,66.94.126.203,c2_metasploit,metasploit,US,United States,3790,CriminalIP C2 Feed - Traffic seen on port 3790,100,[ipv4-addr:value = '66.94.126.203']
2026-07-07,77.92.95.143,c2_metasploit,metasploit,GB,United Kingdom,3790,CriminalIP C2 Feed - Traffic seen on port 3790,100,[ipv4-addr:value = '77.92.95.143']
2026-07-07,41.33.33.14,c2_meshagent,meshagent,EG,Egypt,443,CriminalIP C2 Feed - Traffic seen on port 443,100,[ipv4-addr:value = '41.33.33.14']
2026-07-07,89.58.9.56,c2_metasploit,metasploit,DE,Germany,3790,CriminalIP C2 Feed - Traffic seen on port 3790,100,[ipv4-addr:value = '89.58.9.56']
2026-07-07,54.189.189.167,c2_meshagent,meshagent,US,United States,8443,CriminalIP C2 Feed - Traffic seen on port 8443,100,[ipv4-addr:value = '54.189.189.167']
2026-07-07,66.85.173.48,c2_metasploit,metasploit,US,United States,3790,CriminalIP C2 Feed - Traffic seen on port 3790,100,[ipv4-addr:value = '66.85.173.48']
2026-07-07,38.55.193.188,c2_metasploit,metasploit,US,United States,3790,CriminalIP C2 Feed - Traffic seen on port 3790,100,[ipv4-addr:value = '38.55.193.188']
2026-07-07,52.38.121.2,C2,C2,US,United States,443,CriminalIP C2 Feed - Traffic seen on port 443,100,[ipv4-addr:value = '52.38.121.2']
2026-07-07,88.218.17.218,c2_meshagent,meshagent,NL,Netherlands,443,CriminalIP C2 Feed - Traffic seen on port 443,100,[ipv4-addr:value = '88.218.17.218']
2026-07-07,52.3.8.179,c2_metasploit,metasploit,US,United States,3790,CriminalIP C2 Feed - Traffic seen on port 3790,100,[ipv4-addr:value = '52.3.8.179']
2026-07-07,5.44.240.151,c2_metasploit,metasploit,FI,Finland,3790,CriminalIP C2 Feed - Traffic seen on port 3790,100,[ipv4-addr:value = '5.44.240.151']
